АМЕРИКАНИЗИРОВАТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
АМЕРИКАНИЗИРОВАТЬ	106631-V	ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ
АМЕРИКАНИЗИРОВАТЬ	7237-V	УПРАВЛЕНЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ
АМЕРИКАНИЗИРОВАТЬ	106629-V	ИЗМЕНИТЬСЯ, ИЗМЕНЕНИЕ
АМЕРИКАНИЗИРОВАТЬ	7936-V	РЕФОРМА
АМЕРИКАНИЗИРОВАТЬ	106785-V	ПРЕОБРАЗОВАТЬ, ПЕРЕДЕЛАТЬ
АМЕРИКАНИЗИРОВАТЬ	106607-V	УПРАВЛЯТЬ, РУКОВОДИТЬ
АМЕРИКАНИЗИРОВАТЬ	116726-V	ВЫНУДИТЬ (ЗАСТАВИТЬ, ПРИНУДИТЬ)
АМЕРИКАНИЗИРОВАТЬ	116390-V	ИСКАЗИТЬ, ПРЕДСТАВИТЬ В ЛОЖНОМ СВЕТЕ
АМЕРИКАНИЗИРОВАТЬ	119125-V	РАСПРОСТРАНИТЬСЯ, ПОЛУЧИТЬ РАСПРОСТРАНЕНИЕ
АНОДИРОВАТЬ	146751-V	ОБРАБОТКА ПОВЕРХНОСТИ
АНОДИРОВАТЬ	107325-V	ПОКРЫТЬ ПОВЕРХНОСТЬ
АНОДИРОВАТЬ	107326-V	КЛАСТЬ НА ПОВЕРХНОСТЬ
АНОДИРОВАТЬ	106534-V	ОБРАБАТЫВАТЬ, ПОДВЕРГАТЬ ОБРАБОТКЕ
АНОДИРОВАТЬ	106631-V	ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ
АНОДИРОВАТЬ	111881-V	НАНЕСЕНИЕ НА ПОВЕРХНОСТЬ
АНОДИРОВАТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
АНОДИРОВАТЬ	111191-V	ВСТАВИТЬ ВНУТРЬ
АНОДИРОВАТЬ	106495-V	ИЗГОТОВИТЬ, ВЫРАБОТАТЬ
АНОДИРОВАТЬ	106950-V	ПРЕВРАТИТЬ (ПРИДАТЬ ИНОЙ ВИД, КАЧЕСТВО)
БИНТОВАТЬ	111427-V	НАЛОЖИТЬ СВЕРХУ
БИНТОВАТЬ	107325-V	ПОКРЫТЬ ПОВЕРХНОСТЬ
БИНТОВАТЬ	107326-V	КЛАСТЬ НА ПОВЕРХНОСТЬ
БИНТОВАТЬ	106557-V	СОЕДИНИТЬ В ОДНО ЦЕЛОЕ
БИНТОВАТЬ	116334-V	ОБВЯЗАТЬ (ОБМОТАТЬ И ЗАВЯЗАТЬ)
БИНТОВАТЬ	111467-V	ВЯЗАНИЕ (РУКОДЕЛИЕ)
БИНТОВАТЬ	120969-V	ПЕРЕДЕЛАТЬ, СДЕЛАТЬ ЗАНОВО
БИНТОВАТЬ	113291-V	СШИВАТЬ
БИНТОВАТЬ	116230-V	ПРОЙТИ (ПРЕКРАТИТЬСЯ О ВРЕМЕНИ, ДЛЯЩЕМСЯ)
БИНТОВАТЬ	111568-V	ЗАДЕЛАТЬ ОТВЕРСТИЕ
БОДРИТЬСЯ	118574-V	ВНУШИТЬ МЫСЛЬ, ЧУВСТВО
БОДРИТЬСЯ	116921-V	ПЕРЕЖИТЬ, ИСПЫТАТЬ
БОДРИТЬСЯ	120955-V	ИЗМЕНЕНИЕ СОСТОЯНИЯ
БОДРИТЬСЯ	115900-V	ПРИТВОРИТЬСЯ, ПРИКИНУТЬСЯ
БОДРИТЬСЯ	106565-V	САМОЧУВСТВИЕ
БОДРИТЬСЯ	113119-V	ОБМАНУТЬ, ВВЕСТИ В ЗАБЛУЖДЕНИЕ
БОДРИТЬСЯ	111614-V	БОЛЕТЬ, БЫТЬ БОЛЬНЫМ
БОДРИТЬСЯ	149898-V	ВЫЗВАТЬ МЫСЛЬ, ЧУВСТВО
БОДРИТЬСЯ	114652-V	РАЗВЛЕЧЬ (ДОСТАВИТЬ УДОВОЛЬСТВИЕ)
БОДРИТЬСЯ	107253-V	ВООДУШЕВЛЕНИЕ, ПОДЪЕМ ДУХА
БУРЕТЬ	106629-V	ИЗМЕНИТЬСЯ, ИЗМЕНЕНИЕ
БУРЕТЬ	110416-V	ИЗМЕНЯТЬСЯ В ЦВЕТЕ
БУРЕТЬ	111001-V	ВИДНЕТЬСЯ
БУРЕТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
БУРЕТЬ	113780-V	ПОКРЫТЬСЯ НА ПОВЕРХНОСТИ
БУРЕТЬ	106633-V	УХУДШЕНИЕ
БУРЕТЬ	130453-V	ГИБЕЛЬ (ПРЕКРАЩЕНИЕ СУЩЕСТВОВАНИЯ)
БУРЕТЬ	107447-V	ПАДАТЬ (ДВИГАТЬСЯ ВНИЗ)
БУРЕТЬ	112155-V	ИСЧЕЗНУТЬ (ПЕРЕСТАТЬ СУЩЕСТВОВАТЬ)
БУРЕТЬ	111979-V	ПОРТИТЬСЯ (УХУДШАТЬСЯ)
ВБУХИВАТЬ	106715-V	ИСТРАТИТЬ, ИЗРАСХОДОВАТЬ
ВБУХИВАТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
ВБУХИВАТЬ	106811-V	ОТДАТЬ, ДАТЬ, ПРЕДОСТАВИТЬ
ВБУХИВАТЬ	106497-V	ИСПОЛЬЗОВАТЬ, УПОТРЕБЛЯТЬ
ВБУХИВАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ВБУХИВАТЬ	116654-V	ВСЫПАТЬ ВНУТРЬ
ВБУХИВАТЬ	110720-V	НАЛИТЬ, ВЛИТЬ ВНУТРЬ
ВБУХИВАТЬ	150883-V	ВЛОЖЕНИЕ ФИНАНСОВЫХ СРЕДСТВ
ВБУХИВАТЬ	112026-V	ВОЗМЕСТИТЬ
ВБУХИВАТЬ	110751-V	НАПОЛНИТЬ
ВЕРЕЩАТЬ	107093-V	ИЗДАТЬ ЗВУК
ВЕРЕЩАТЬ	107094-V	ПРОИЗНЕСТИ, ВЫГОВОРИТЬ, ПРОГОВОРИТЬ
ВЕРЕЩАТЬ	114103-V	ИЗДАВАТЬ, ИСПУСКАТЬ
ВЕРЕЩАТЬ	107104-V	КРИЧАТЬ, ИЗДАВАТЬ КРИК
ВЕРЕЩАТЬ	107196-V	ПЛАКАТЬ, ПРОЛИВАТЬ СЛЕЗЫ
ВЕРЕЩАТЬ	106876-V	ВЫСКАЗАТЬ
ВЕРЕЩАТЬ	107252-V	ВЫТЬ
ВЕРЕЩАТЬ	107366-V	ВИЗЖАТЬ
ВЕРЕЩАТЬ	118140-V	БОЛТАТЬ, ЧЕСАТЬ ЯЗЫКОМ
ВЕРЕЩАТЬ	110719-V	ЛИТЬ ЖИДКОСТЬ
ВЗЪЕРОШИТЬ	111865-V	ПРОВЕСТИ ПО ПОВЕРХНОСТИ
ВЗЪЕРОШИТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
ВЗЪЕРОШИТЬ	111963-V	КАСАТЬСЯ, ДОТРАГИВАТЬСЯ
ВЗЪЕРОШИТЬ	7064-V	ПРЕДОСТАВЛЕНИЕ УСЛУГ
ВЗЪЕРОШИТЬ	106558-V	ПРИДАВАТЬ ФОРМУ, ФОРМИРОВАТЬ
ВЗЪЕРОШИТЬ	106938-V	ПЕРЕМЕСТИТЬ
ВЗЪЕРОШИТЬ	111466-V	ПЛЕСТИ ИЗ ПОЛОС, НИТЕЙ
ВЗЪЕРОШИТЬ	118191-V	РАЗРОВНЯТЬ
ВЗЪЕРОШИТЬ	111370-V	ПОВРЕДИТЬ
ВЗЪЕРОШИТЬ	107692-V	ДАТЬ ВОЗМОЖНОСТЬ, ПОЗВОЛИТЬ
ВКРУТИТЬ	110790-V	ПРИКРЕПИТЬ, ПРИДЕЛАТЬ
ВКРУТИТЬ	110910-V	ВЫНУТЬ
ВКРУТИТЬ	111668-V	ПРИСОЕДИНИТЬ
ВКРУТИТЬ	111853-V	ПРОДЕЛАТЬ ОТВЕРСТИЕ
ВКРУТИТЬ	137195-V	ОТКРУТИТЬ (КРУТЯ, ОТДЕЛИТЬ)
ВКРУТИТЬ	107417-V	ОТДЕЛИТЬ ЧАСТЬ ОТ ЦЕЛОГО
ВКРУТИТЬ	115727-V	КРУТИТЬ (ВЕРТЕТЬ КРУГООБРАЗНО)
ВКРУТИТЬ	112074-V	РАЗОБРАТЬ НА ЧАСТИ
ВКРУТИТЬ	106493-V	СОЗДАТЬ (СДЕЛАТЬ СУЩЕСТВУЮЩИМ)
ВКРУТИТЬ	110908-V	УДАЛИТЬ НАРУЖУ
ВПАЯТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ВПАЯТЬ	149104-V	НАЛОЖИТЬ ВЗЫСКАНИЕ
ВПАЯТЬ	116488-V	ВЗЫСКАНИЕ ДЕНЕЖНЫХ СРЕДСТВ
ВПАЯТЬ	106494-V	ВЫПОЛНИТЬ, ИСПОЛНИТЬ, ОСУЩЕСТВИТЬ
ВПАЯТЬ	128395-V	ЗАВИСИМОСТЬ (ОТНОШЕНИЕ)
ВПАЯТЬ	111944-V	НАЗНАЧИТЬ, УСТАНОВИТЬ, ОПРЕДЕЛИТЬ
ВПАЯТЬ	112935-V	НАКАЗАТЬ (ВОЗДЕЙСТВОВАТЬ)
ВПАЯТЬ	106817-V	ПРИНУДИТЬ, ЗАСТАВИТЬ
ВПАЯТЬ	116821-V	ОБЛОЖИТЬ, ОБЯЗАТЬ К ОПЛАТЕ
ВПАЯТЬ	115982-V	ОТБЫТЬ (ПРОБЫТЬ СРОК ДЛЯ ИСПОЛНЕНИЯ)
ВПРАВИТЬ	106472-V	ПОМОЩЬ, ПОДДЕРЖКА
ВПРАВИТЬ	106529-V	ОБСЛУЖИТЬ (УДОВЛЕТВОРИТЬ НУЖДЫ)
ВПРАВИТЬ	106557-V	СОЕДИНИТЬ В ОДНО ЦЕЛОЕ
ВПРАВИТЬ	114805-V	ВОТКНУТЬ (ЗАСТАВИТЬ ВОЙТИ)
ВПРАВИТЬ	111370-V	ПОВРЕДИТЬ
ВПРАВИТЬ	107123-V	СОВЕТОВАТЬ
ВПРАВИТЬ	145757-V	НАПРАВИТЬ ДЕЯТЕЛЬНОСТЬ
ВПРАВИТЬ	111954-V	ВОССТАНОВИТЬ ПРЕЖНЕЕ СОСТОЯНИЕ
ВПРАВИТЬ	115840-V	ОТКЛОНИТЬ, СМЕСТИТЬ В СТОРОНУ
ВПРАВИТЬ	112905-V	СОДЕЙСТВИЕ
ВРЫТЬ	111791-V	КОПАТЬ ЯМУ
ВРЫТЬ	106772-V	УГЛУБИТЬ, УВЕЛИЧИТЬ ГЛУБИНУ (РАССТОЯНИЕ)
ВРЫТЬ	112004-V	РАЗБРОСАТЬ, РАСШВЫРЯТЬ
ВРЫТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
ВРЫТЬ	110916-V	ИЗВЛЕЧЬ, ДОСТАТЬ
ВРЫТЬ	107325-V	ПОКРЫТЬ ПОВЕРХНОСТЬ
ВРЫТЬ	107404-V	УДАРИТЬ, НАНЕСТИ УДАР
ВРЫТЬ	106698-V	ПОМЕСТИТЬ, НАЙТИ МЕСТО
ВРЫТЬ	132784-V	НАРЫТЬ (ИЗВЛЕЧЬ)
ВРЫТЬ	111983-V	ДОБАВИТЬ
ВСКРУЖИТЬ	118594-V	ПРИВЛЕЧЬ ИНТЕРЕС, ВНИМАНИЕ
ВСКРУЖИТЬ	116921-V	ПЕРЕЖИТЬ, ИСПЫТАТЬ
ВСКРУЖИТЬ	149898-V	ВЫЗВАТЬ МЫСЛЬ, ЧУВСТВО
ВСКРУЖИТЬ	123937-V	ПОКОРИТЬ СЕРДЦА
ВСКРУЖИТЬ	117103-V	УВЛЕЧЬСЯ (СИЛЬНО ЗАИНТЕРЕСОВАТЬСЯ)
ВСКРУЖИТЬ	120667-V	ОТДАТЬСЯ, ПОСВЯТИТЬ СЕБЯ
ВСКРУЖИТЬ	117104-V	ЗАИНТЕРЕСОВАТЬСЯ
ВСКРУЖИТЬ	119187-V	ГОРЕТЬ ЧУВСТВОМ
ВСКРУЖИТЬ	117722-V	ЛЮБИТЬ, ИСПЫТЫВАТЬ ЛЮБОВЬ
ВСКРУЖИТЬ	129264-V	ТЕРЯТЬ САМООБЛАДАНИЕ
ВСХЛИПЫВАТЬ	107196-V	ПЛАКАТЬ, ПРОЛИВАТЬ СЛЕЗЫ
ВСХЛИПЫВАТЬ	107093-V	ИЗДАТЬ ЗВУК
ВСХЛИПЫВАТЬ	110719-V	ЛИТЬ ЖИДКОСТЬ
ВСХЛИПЫВАТЬ	120904-V	ВЫСТУПИТЬ НАРУЖУ
ВСХЛИПЫВАТЬ	107094-V	ПРОИЗНЕСТИ, ВЫГОВОРИТЬ, ПРОГОВОРИТЬ
ВСХЛИПЫВАТЬ	107104-V	КРИЧАТЬ, ИЗДАВАТЬ КРИК
ВСХЛИПЫВАТЬ	106876-V	ВЫСКАЗАТЬ
ВСХЛИПЫВАТЬ	116102-V	НАДОЕСТЬ
ВСХЛИПЫВАТЬ	115752-V	ЖАЛОВАТЬСЯ (ВЫСКАЗЫВАТЬ НЕУДОВОЛЬСТВИЕ)
ВСХЛИПЫВАТЬ	114103-V	ИЗДАВАТЬ, ИСПУСКАТЬ
ВШИВАТЬ	106557-V	СОЕДИНИТЬ В ОДНО ЦЕЛОЕ
ВШИВАТЬ	106495-V	ИЗГОТОВИТЬ, ВЫРАБОТАТЬ
ВШИВАТЬ	107410-V	ДЕЛИТЬ, РАЗДЕЛЯТЬ НА ЧАСТИ
ВШИВАТЬ	106493-V	СОЗДАТЬ (СДЕЛАТЬ СУЩЕСТВУЮЩИМ)
ВШИВАТЬ	113291-V	СШИВАТЬ
ВШИВАТЬ	110790-V	ПРИКРЕПИТЬ, ПРИДЕЛАТЬ
ВШИВАТЬ	110795-V	ПРИШИТЬ (ПРИКРЕПИТЬ)
ВШИВАТЬ	116817-V	ПЕРЕШИТЬ
ВШИВАТЬ	106719-V	УДЛИНИТЬ, УВЕЛИЧИТЬ В ДЛИНУ
ВШИВАТЬ	111668-V	ПРИСОЕДИНИТЬ
ВЫКЛЕВАТЬ	115102-V	МУЧИТЬ
ВЫКЛЕВАТЬ	106934-V	ЕСТЬ, ПРИНИМАТЬ ПИЩУ
ВЫКЛЕВАТЬ	112339-V	ПРИДРАТЬСЯ
ВЫКЛЕВАТЬ	115593-V	ХВАТАТЬ, СХВАТИТЬ
ВЫКЛЕВАТЬ	107410-V	ДЕЛИТЬ, РАЗДЕЛЯТЬ НА ЧАСТИ
ВЫКЛЕВАТЬ	107404-V	УДАРИТЬ, НАНЕСТИ УДАР
ВЫКЛЕВАТЬ	124267-V	УКУСИТЬ, ПОКУСАТЬ
ВЫКЛЕВАТЬ	110479-V	ПРИЧИНИТЬ
ВЫКЛЕВАТЬ	106933-V	ГЛОТАТЬ ВНУТРЬ СЕБЯ
ВЫКЛЕВАТЬ	107416-V	РВАТЬ, РАЗОРВАТЬ НА ЧАСТИ
ВЫПЛАКАТЬ	110719-V	ЛИТЬ ЖИДКОСТЬ
ВЫПЛАКАТЬ	120904-V	ВЫСТУПИТЬ НАРУЖУ
ВЫПЛАКАТЬ	107196-V	ПЛАКАТЬ, ПРОЛИВАТЬ СЛЕЗЫ
ВЫПЛАКАТЬ	116921-V	ПЕРЕЖИТЬ, ИСПЫТАТЬ
ВЫПЛАКАТЬ	106938-V	ПЕРЕМЕСТИТЬ
ВЫПЛАКАТЬ	120905-V	ВЫЙТИ (ПОКАЗАТЬСЯ, ПОЯВИТЬСЯ)
ВЫПЛАКАТЬ	111329-V	ПОЯВИТЬСЯ, ПОКАЗАТЬСЯ
ВЫПЛАКАТЬ	106876-V	ВЫСКАЗАТЬ
ВЫПЛАКАТЬ	150230-V	ПРЕБЫВАТЬ В СОСТОЯНИИ
ВЫПЛАКАТЬ	148998-V	ПРОЯВЛЕНИЕ ЧУВСТВ
ВЫСПРАШИВАТЬ	106709-V	УЗНАТЬ, ПОЛУЧИТЬ СВЕДЕНИЯ
ВЫСПРАШИВАТЬ	106876-V	ВЫСКАЗАТЬ
ВЫСПРАШИВАТЬ	116303-V	ПОЛУЧИТЬ В РАСПОРЯЖЕНИЕ
ВЫСПРАШИВАТЬ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
ВЫСПРАШИВАТЬ	106542-V	СООБЩИТЬ, УВЕДОМИТЬ
ВЫСПРАШИВАТЬ	107256-V	СПРОСИТЬ, ЗАДАТЬ ВОПРОС
ВЫСПРАШИВАТЬ	150471-V	ЗАКИДАТЬ (ОБРАТИТЬСЯ)
ВЫСПРАШИВАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ВЫСПРАШИВАТЬ	106887-V	РАССКАЗАТЬ
ВЫСПРАШИВАТЬ	106886-V	ИЗЛОЖИТЬ
ВЫТАПТЫВАТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
ВЫТАПТЫВАТЬ	112737-V	ЗАНЯТЬ ВСЕ ПРОСТРАНСТВО
ВЫТАПТЫВАТЬ	151674-V	ОБРАБОТКА ПОЧВЫ
ВЫТАПТЫВАТЬ	106483-V	УНИЧТОЖИТЬ, ПРЕКРАТИТЬ СУЩЕСТВОВАНИЕ
ВЫТАПТЫВАТЬ	112813-V	ПОСАДКА РАСТЕНИЙ
ВЫТАПТЫВАТЬ	137227-V	ВЫРВАТЬ С КОРНЯМИ
ВЫТАПТЫВАТЬ	115776-V	ВЫРЫТЬ, ОТРЫТЬ
ВЫТАПТЫВАТЬ	106631-V	ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ
ВЫТАПТЫВАТЬ	106698-V	ПОМЕСТИТЬ, НАЙТИ МЕСТО
ВЫТАПТЫВАТЬ	106497-V	ИСПОЛЬЗОВАТЬ, УПОТРЕБЛЯТЬ
ВЫЧЕРПЫВАТЬ	111596-V	ДВИГАТЬ (ПЕРЕМЕЩАТЬ)
ВЫЧЕРПЫВАТЬ	106587-V	ДВИЖЕНИЕ, ПЕРЕМЕЩЕНИЕ
ВЫЧЕРПЫВАТЬ	111767-V	ПОГРУЗИТЬСЯ В ЖИДКОСТЬ
ВЫЧЕРПЫВАТЬ	106938-V	ПЕРЕМЕСТИТЬ
ВЫЧЕРПЫВАТЬ	110908-V	УДАЛИТЬ НАРУЖУ
ВЫЧЕРПЫВАТЬ	110916-V	ИЗВЛЕЧЬ, ДОСТАТЬ
ВЫЧЕРПЫВАТЬ	110719-V	ЛИТЬ ЖИДКОСТЬ
ВЫЧЕРПЫВАТЬ	111766-V	ПОГРУЗИТЬ (ОПУСТИТЬ)
ВЫЧЕРПЫВАТЬ	111085-V	ОПУСТИТЬСЯ ВНИЗ
ВЫЧЕРПЫВАТЬ	111093-V	ПЛЫТЬ (ПЕРЕДВИГАТЬСЯ ПО ВОДЕ)
ВЯЛИТЬ	109109-V	ПРИГОТОВЛЕНИЕ ПИЩИ
ВЯЛИТЬ	111554-V	ЗАПАСТИ, ЗАГОТОВИТЬ
ВЯЛИТЬ	106534-V	ОБРАБАТЫВАТЬ, ПОДВЕРГАТЬ ОБРАБОТКЕ
ВЯЛИТЬ	106493-V	СОЗДАТЬ (СДЕЛАТЬ СУЩЕСТВУЮЩИМ)
ВЯЛИТЬ	116549-V	КОПИТЬ, НАКАПЛИВАТЬ
ВЯЛИТЬ	106626-V	БЕРЕЧЬ, СОДЕРЖАТЬ В ЦЕЛОСТИ
ВЯЛИТЬ	111436-V	ПРОПИТАТЬ (НАСЫТИТЬ)
ВЯЛИТЬ	5731-V	КОНСЕРВИРОВАНИЕ ПИЩЕВЫХ ПРОДУКТОВ
ВЯЛИТЬ	111658-V	ПОСЫПАТЬ (ПОКРЫТЬ СЫПУЧИМ)
ВЯЛИТЬ	111540-V	КЛАСТЬ ВНУТРЬ
ГАТИТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
ГАТИТЬ	106772-V	УГЛУБИТЬ, УВЕЛИЧИТЬ ГЛУБИНУ (РАССТОЯНИЕ)
ГАТИТЬ	112004-V	РАЗБРОСАТЬ, РАСШВЫРЯТЬ
ГАТИТЬ	115182-V	РЫХЛЕНИЕ ПОЧВЫ
ГАТИТЬ	115184-V	ВСКОПАТЬ
ГАТИТЬ	106938-V	ПЕРЕМЕСТИТЬ
ГАТИТЬ	111791-V	КОПАТЬ ЯМУ
ГАТИТЬ	137227-V	ВЫРВАТЬ С КОРНЯМИ
ГАТИТЬ	115776-V	ВЫРЫТЬ, ОТРЫТЬ
ГАТИТЬ	107325-V	ПОКРЫТЬ ПОВЕРХНОСТЬ
ГИПЕРТРОФИРОВАТЬ	141697-V	ПРЕДСТАВИТЬ В ВИДЕ
ГИПЕРТРОФИРОВАТЬ	116390-V	ИСКАЗИТЬ, ПРЕДСТАВИТЬ В ЛОЖНОМ СВЕТЕ
ГИПЕРТРОФИРОВАТЬ	106629-V	ИЗМЕНИТЬСЯ, ИЗМЕНЕНИЕ
ГИПЕРТРОФИРОВАТЬ	106886-V	ИЗЛОЖИТЬ
ГИПЕРТРОФИРОВАТЬ	106710-V	ОПРЕДЕЛИТЬ, ВЫЯСНИТЬ
ГИПЕРТРОФИРОВАТЬ	117765-V	УКЛОНИТЬСЯ (ОТКАЗАТЬСЯ)
ГИПЕРТРОФИРОВАТЬ	114457-V	ОПИСАТЬ СЛОВАМИ
ГИПЕРТРОФИРОВАТЬ	107417-V	ОТДЕЛИТЬ ЧАСТЬ ОТ ЦЕЛОГО
ГИПЕРТРОФИРОВАТЬ	115880-V	ВЫДЕЛИТЬ, ОТЛИЧИТЬ ОТ ОСТАЛЬНЫХ
ГИПЕРТРОФИРОВАТЬ	106631-V	ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ
ГРУБЕТЬ	106629-V	ИЗМЕНИТЬСЯ, ИЗМЕНЕНИЕ
ГРУБЕТЬ	111994-V	ДЕЛИТЬСЯ НА ЧАСТИ
ГРУБЕТЬ	106637-V	УМЕНЬШИТЬСЯ
ГРУБЕТЬ	116440-V	ТРЕСНУТЬ, ДАТЬ ТРЕЩИНУ
ГРУБЕТЬ	106633-V	УХУДШЕНИЕ
ГРУБЕТЬ	111109-V	ТВЕРДЕТЬ, ЗАТВЕРДЕТЬ
ГРУБЕТЬ	106639-V	УВЕЛИЧИТЬСЯ
ГРУБЕТЬ	119625-V	СЛАБЕТЬ, ТЕРЯТЬ СИЛУ
ГРУБЕТЬ	106665-V	НАРУШИТЬ СОСТОЯНИЕ, ХОД
ГРУБЕТЬ	110416-V	ИЗМЕНЯТЬСЯ В ЦВЕТЕ
ДИРЕКТОРСТВОВАТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
ДИРЕКТОРСТВОВАТЬ	148420-V	ОТНОШЕНИЯ МЕЖДУ ЛЮДЬМИ
ДИРЕКТОРСТВОВАТЬ	106485-V	ПЕРЕСТАТЬ, ПРЕКРАТИТЬ (ЧТО-ТО ДЕЛАТЬ)
ДИРЕКТОРСТВОВАТЬ	840-V	ТРУД
ДИРЕКТОРСТВОВАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ДИРЕКТОРСТВОВАТЬ	112145-V	КОНЧИТЬ, ЗАВЕРШИТЬ ДО КОНЦА
ДИРЕКТОРСТВОВАТЬ	106534-V	ОБРАБАТЫВАТЬ, ПОДВЕРГАТЬ ОБРАБОТКЕ
ДИРЕКТОРСТВОВАТЬ	1604-V	ОБУЧЕНИЕ, УЧЕБНАЯ ДЕЯТЕЛЬНОСТЬ
ДИРЕКТОРСТВОВАТЬ	144027-V	СОВМЕСТНАЯ ДЕЯТЕЛЬНОСТЬ
ДИРЕКТОРСТВОВАТЬ	106809-V	УПРЕКАТЬ, УКОРЯТЬ
ДОКИНУТЬ	111022-V	БРОСИТЬ (ПЕРЕМЕСТИТЬ)
ДОКИНУТЬ	106938-V	ПЕРЕМЕСТИТЬ
ДОКИНУТЬ	107404-V	УДАРИТЬ, НАНЕСТИ УДАР
ДОКИНУТЬ	147948-V	ПРИМЕНЕНИЕ ОРУЖИЯ
ДОКИНУТЬ	115751-V	ОШИБИТЬСЯ
ДОКИНУТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ДОКИНУТЬ	110808-V	ПРИБИТЬ, ПРИКОЛОТИТЬ
ДОКИНУТЬ	106587-V	ДВИЖЕНИЕ, ПЕРЕМЕЩЕНИЕ
ДОКИНУТЬ	111963-V	КАСАТЬСЯ, ДОТРАГИВАТЬСЯ
ДОКИНУТЬ	107325-V	ПОКРЫТЬ ПОВЕРХНОСТЬ
ДОРАБОТАТЬСЯ	106629-V	ИЗМЕНИТЬСЯ, ИЗМЕНЕНИЕ
ДОРАБОТАТЬСЯ	106876-V	ВЫСКАЗАТЬ
ДОРАБОТАТЬСЯ	120955-V	ИЗМЕНЕНИЕ СОСТОЯНИЯ
